,emp_title,emp_length,state,homeownership,loan_amount,term,interest_rate
2150,manager,6.0,TN,MORTGAGE,10000,60,21.85
2151,,,MD,OWN,10000,36,10.91
2152,studio manager,6.0,CA,RENT,20000,60,9.43
2153,executive secretary,5.0,TX,MORTGAGE,14000,36,5.31
2154,sr business control specialist ,10.0,RI,RENT,7000,36,5.31
2155,private health aid,2.0,NJ,RENT,4000,36,5.32
2156,software developer,2.0,MN,RENT,10000,36,7.97
2157,engineer,3.0,TX,MORTGAGE,20000,36,6.72
2158,solution architect senior manager,10.0,FL,MORTGAGE,20000,60,15.05
2159,manager,10.0,TX,MORTGAGE,2500,36,7.96
2160,store manager,9.0,NY,MORTGAGE,5500,36,18.06
2161,truck driver,0.0,CA,RENT,12000,36,13.59
2162,owner,4.0,FL,MORTGAGE,6500,36,17.09
2163,reporting analyst,6.0,AZ,RENT,2500,36,11.98
2164,record management specialist,10.0,MD,MORTGAGE,5000,36,11.99
2165,ap coordinator,2.0,NY,RENT,8000,36,20.0
2166,arborist,3.0,IL,MORTGAGE,18000,60,7.35
2167,vet technician ,5.0,FL,RENT,1000,36,10.41
2168,deputy probation officer iii,10.0,CA,MORTGAGE,10800,36,10.42
2169,content manager,1.0,GA,OWN,40000,36,7.34
2170,filling lead,10.0,PA,RENT,12500,36,7.34
2171,forman,10.0,CA,MORTGAGE,6000,36,16.01
2172,nail technician ,2.0,FL,RENT,12000,36,15.05
2173,sales ,0.0,WA,RENT,12000,60,14.08
2174,,,MI,OWN,15000,60,9.92
2175,team lead,4.0,FL,RENT,8000,36,15.04
2176,vice president,10.0,CA,MORTGAGE,6000,36,9.44
2177,president,10.0,CA,MORTGAGE,12000,60,13.59
2178,director,10.0,MI,OWN,12000,36,6.72
2179,owner,4.0,TN,MORTGAGE,20000,60,13.59
2180,server engineer,10.0,NY,MORTGAGE,25000,60,30.79
2181,,,CO,MORTGAGE,24000,60,9.93
2182,project manager,0.0,FL,MORTGAGE,25000,60,15.05
2183,cut up,2.0,MO,MORTGAGE,4800,36,7.96
2184,analyst,7.0,NY,RENT,9600,36,7.34
2185,after school day care,2.0,CT,MORTGAGE,22000,60,10.42
2186,manager,8.0,ID,RENT,10000,36,14.08
2187,famil advocate,5.0,MD,RENT,5000,36,11.98
2188,,,NY,RENT,3000,36,7.35
2189,commercial  maintenance tech,1.0,NE,MORTGAGE,10000,36,13.58
2190,administrative assistant,10.0,PA,MORTGAGE,40000,60,13.58
2191,maternal child health specialist,10.0,CA,RENT,19500,60,16.02
2192,administrator,10.0,CA,RENT,8500,36,7.35
2193,creative services manager,0.0,CA,RENT,10000,36,17.09
2194,assistant manager,2.0,NV,MORTGAGE,6500,36,15.05
2195,data analyst,10.0,KS,RENT,24450,60,18.45
2196,par professional mentor,5.0,NC,RENT,15000,36,19.42
2197,sr it consultant,2.0,WA,MORTGAGE,24000,60,10.42
2198,owner,6.0,CT,MORTGAGE,11000,36,14.08
2199,assistant to the treasurer,6.0,FL,RENT,40000,60,12.61
2200,certificated payroll professional,8.0,OH,OWN,14000,60,19.03
2201,,,OH,RENT,17000,36,19.03
2202,owner,10.0,CA,RENT,5000,36,7.34
2203,library specialist,7.0,PA,OWN,7200,36,13.59
2204,general contractor ,10.0,CA,RENT,7000,36,9.44
2205,systems analyst,10.0,IL,MORTGAGE,20700,36,9.92
2206,case manager,3.0,FL,RENT,20700,60,26.77
2207,registered nurse,10.0,MO,OWN,9000,36,10.41
2208,vice president of sales ,0.0,NC,MORTGAGE,10000,36,19.03
2209,senior salesforce developer/architect,2.0,CT,RENT,35000,60,9.92
2210,office manager,10.0,MI,RENT,10000,36,11.99
2211,owner / operator,10.0,KS,MORTGAGE,4500,36,17.09
2212,retail sales associate,3.0,NY,RENT,5000,36,11.98
2213,administrative,10.0,CA,RENT,15000,36,17.09
2214,loan officer,5.0,TX,MORTGAGE,12000,36,10.41
2215,venue manager,3.0,TX,RENT,16800,60,18.06
2216,teacher,10.0,WY,RENT,6000,36,6.72
2217,tsr,4.0,CA,MORTGAGE,10000,36,9.43
2218,cst certified surgical technician ,8.0,NC,RENT,4800,36,21.45
2219,teacher,10.0,CA,MORTGAGE,15000,36,10.41
2220,teacher,10.0,WA,MORTGAGE,12000,36,11.99
2221,,,SD,MORTGAGE,5800,36,5.32
2222,heart transplant coordinator,10.0,IL,MORTGAGE,40000,60,9.44
2223,teacher,10.0,IL,MORTGAGE,24000,60,10.9
2224,executive general manager,0.0,NC,MORTGAGE,36000,36,9.44
2225,,,FL,MORTGAGE,15000,60,9.92
2226,appliance technician,10.0,CO,MORTGAGE,15000,60,7.35
2227,patrolman,10.0,IL,MORTGAGE,30000,60,11.98
2228,administrative assistant,2.0,NY,RENT,10000,36,7.96
2229,secretary,10.0,NY,RENT,1000,36,19.03
2230,service operator 2,6.0,TX,RENT,1800,36,10.91
2231,counselor,3.0,CA,MORTGAGE,9600,36,12.61
2232,sr sales manager,2.0,CT,MORTGAGE,35000,36,10.41
2233,supervisory it specialist,10.0,KY,MORTGAGE,28000,60,13.58
2234,,,IN,RENT,5600,36,9.92
2235,contracts manager,4.0,MD,RENT,6000,36,6.08
2236,registered nurse,2.0,SC,RENT,10000,36,13.59
2237,registered nurse,10.0,OH,RENT,30000,36,10.41
2238,receptionist ,0.0,CA,RENT,22300,60,21.85
2239,,,NJ,MORTGAGE,10000,36,9.44
2240,firefighter/paramedic,10.0,CA,MORTGAGE,35000,36,7.97
2241,service analyst manager,10.0,IL,MORTGAGE,16800,36,12.61
2242,senior accountant,3.0,OR,RENT,10000,36,7.34
2243,mob technician,10.0,TX,OWN,10000,36,14.07
2244,landscaper ,1.0,NC,OWN,16000,36,16.01
2245,teacher,0.0,OK,MORTGAGE,22000,36,6.07
2246,director of sales,3.0,CO,RENT,24000,36,10.42
2247,road driver,10.0,NY,MORTGAGE,13000,36,6.71
2248,machinist/engineer,10.0,FL,OWN,13000,36,7.35
2249,office manager,8.0,OH,MORTGAGE,6500,36,9.93
2250,driver,3.0,VA,RENT,4000,36,12.61
2251,systems administrator,5.0,WY,MORTGAGE,9000,36,14.08
2252,chef,10.0,VA,RENT,40000,36,9.44
2253,registered nurse ,4.0,FL,MORTGAGE,3300,36,5.31
2254,department maneger ,10.0,MA,MORTGAGE,6025,36,12.61
2255,process engineer,2.0,IL,RENT,8000,36,7.34
2256,controller,10.0,AZ,MORTGAGE,5000,36,6.07
2257,rn,2.0,GA,RENT,24000,36,10.41
2258,cna,3.0,FL,OWN,10000,60,19.42
2259,medical assistant,2.0,AZ,MORTGAGE,5000,36,6.08
2260,client service specialist,10.0,FL,RENT,18000,36,20.0
2261,teacher,0.0,CA,RENT,15000,36,5.32
2262,,,NY,RENT,20000,36,13.58
2263,labor ,2.0,NJ,RENT,9000,36,11.98
2264,dna extraction techologist iii,3.0,MD,RENT,20000,60,14.07
2265,teacher,10.0,NY,MORTGAGE,40000,60,15.05
2266,claim services mgr,5.0,OR,RENT,25000,36,13.58
2267,sales,7.0,CO,MORTGAGE,27825,60,10.42
2268,welder,10.0,MN,MORTGAGE,24000,60,10.42
2269,operations engineer,3.0,LA,OWN,40000,36,5.32
2270,vp & counsel,3.0,MD,OWN,35000,36,6.72
2271,certified registered nurse anesthetist ,4.0,LA,MORTGAGE,40000,36,7.97
2272,registered nurse,1.0,OR,RENT,10000,60,12.61
2273,srsystems analyst,8.0,CT,RENT,40000,36,9.92
2274,logistic management specialist,10.0,CA,RENT,6000,36,7.96
2275,eeg technologist,3.0,MA,MORTGAGE,15000,60,13.59
2276,a/c service technician ,2.0,FL,OWN,8500,36,14.08
2277,sr administrative assistant,0.0,MA,RENT,13200,60,23.88
2278,sas consultant,2.0,NC,RENT,5000,36,7.34
2279,application support analyst,2.0,OH,RENT,3200,36,21.45
2280,contractor,10.0,CA,RENT,14400,36,9.44
2281,,,NY,RENT,5000,36,12.62
2282,director of operations,9.0,AZ,MORTGAGE,30000,60,15.05
2283,,,IL,RENT,6000,36,13.58
2284,bookkeeper,10.0,VA,MORTGAGE,15000,36,10.41
2285,manager,3.0,CA,MORTGAGE,18000,36,9.93
2286,assistant manager,3.0,WA,RENT,4000,36,7.97
2287,boss,10.0,OH,MORTGAGE,28000,60,17.09
2288,construction worker,10.0,NY,RENT,10000,60,13.59
2289,account manager,5.0,GA,MORTGAGE,8500,36,14.07
2290,pressman,10.0,WI,RENT,12000,36,7.96
2291,supervisor ,8.0,FL,MORTGAGE,20000,60,21.45
2292,health and safety officer ,9.0,NC,RENT,20000,60,9.43
2293,president / owner ,10.0,TX,MORTGAGE,30750,36,9.44
2294,mortgage loan officer,7.0,WV,RENT,8400,36,16.01
2295,office assistant,10.0,TX,MORTGAGE,9000,36,7.97
2296,distribution mechanic,8.0,CT,MORTGAGE,30000,60,23.88
2297,"sr director, risk management",6.0,CA,RENT,35000,60,19.42
2298,payroll project analyst,5.0,IN,RENT,16000,36,10.41
2299,fabrication manager ,7.0,AR,OWN,11200,60,19.03
2300,product support specialist,1.0,VA,RENT,22000,36,17.47
2301,sales ,4.0,FL,RENT,9000,36,10.91
2302,housing specialist,2.0,NC,RENT,5000,36,11.99
2303,systems engineer,10.0,FL,MORTGAGE,8000,36,10.91
2304,"sr mgr, na maintenance & facility eng",3.0,WA,RENT,5000,36,9.93
2305,,,MI,OWN,7000,36,14.07
2306,operator,10.0,VA,MORTGAGE,12000,36,7.34
2307,president,10.0,KY,RENT,13500,36,7.97
2308,school counselor ,2.0,NJ,RENT,5500,36,9.92
2309,plant operator,2.0,NY,MORTGAGE,10775,60,13.59
2310,trimer and detail,10.0,AZ,MORTGAGE,5000,36,11.98
2311,medical assistance administrator ,10.0,AK,MORTGAGE,20000,60,21.45
2312,personal care assistant,1.0,MN,MORTGAGE,16000,60,19.03
2313,sr manager,1.0,NJ,MORTGAGE,21000,36,7.96
2314,corprecruiter ,7.0,NC,MORTGAGE,15000,36,19.03
2315,   maintenance,10.0,IL,RENT,20000,60,16.01
2316,department lead,7.0,MI,MORTGAGE,28000,60,12.62
2317,project control specialist,3.0,MD,MORTGAGE,20000,36,5.31
2318,logistics,7.0,NV,MORTGAGE,24000,60,18.45
2319,sales leader,10.0,IL,MORTGAGE,35525,36,11.99
2320,office manager,1.0,FL,RENT,5000,36,15.04
2321,front office,10.0,CA,MORTGAGE,17000,36,12.62
2322,lvn,3.0,CA,MORTGAGE,6400,36,6.08
2323,,,NY,MORTGAGE,17000,36,5.32
2324,csa iii,9.0,CA,MORTGAGE,26400,60,20.0
2325,gm,10.0,PA,MORTGAGE,24000,60,9.92
2326,senior software engineer,1.0,CA,RENT,10000,60,17.47
2327,manager,5.0,GA,OWN,8000,36,21.45
2328,truck driver,0.0,TN,RENT,5000,36,13.58
2329,immigration officer,10.0,CA,MORTGAGE,23000,60,21.45
2330,mechanic,2.0,MT,RENT,12000,36,16.01
2331,architect,8.0,OH,MORTGAGE,35000,60,15.04
2332,manager,10.0,FL,RENT,3000,36,20.0
2333,sales engineer specialist,3.0,GA,MORTGAGE,7800,36,14.07
2334,owner/manager,10.0,FL,RENT,20000,60,10.9
2335,psychometrician,4.0,OH,RENT,19200,60,17.09
2336,registered nurse,5.0,UT,MORTGAGE,40000,60,7.34
2337,director of property assets and finance,7.0,TN,RENT,16000,36,7.96
2338,machinists ,10.0,CA,MORTGAGE,10000,36,6.07
2339,warehouse,10.0,PA,MORTGAGE,9600,36,6.08
2340,vacation replacement ,10.0,NC,MORTGAGE,17000,60,10.9
2341,sales,10.0,CA,MORTGAGE,22400,60,10.42
2342,nursing supervisor,10.0,TX,MORTGAGE,20000,60,13.58
2343,mechanic ,10.0,IL,MORTGAGE,10000,36,16.02
2344,regional sales manager,2.0,WI,MORTGAGE,10000,36,7.97
2345,senior internal auditor ,1.0,AL,MORTGAGE,4800,36,11.99
2346,processor,0.0,OH,MORTGAGE,16000,60,17.09
2347,strategy consultant,1.0,CA,MORTGAGE,35000,36,6.08
2348,pipefitter,5.0,NY,OWN,2500,36,9.44
2349,,,WV,OWN,15000,36,5.32
2350,degreed nutritionist ,5.0,CA,RENT,15000,36,9.93
2351,collision technician ,2.0,IL,RENT,20000,60,15.05
2352,admin,5.0,TX,MORTGAGE,10000,36,14.07
2353,pbx operator ,2.0,CO,RENT,7500,36,10.42
2354,store worker ,10.0,NY,MORTGAGE,10000,36,12.62
2355,value stream leader,10.0,NC,MORTGAGE,9000,36,14.07
2356,office mgr,10.0,CA,MORTGAGE,25000,36,14.07
2357,,,PA,MORTGAGE,4000,36,6.08
2358,manager,1.0,CA,RENT,5000,36,9.44
2359,packer handler,10.0,RI,OWN,24000,36,19.42
2360,sound and comm installer,6.0,CA,RENT,15000,36,20.0
2361,processor,3.0,MN,MORTGAGE,10000,60,14.07
2362,store manager,10.0,TX,MORTGAGE,14000,36,9.93
2363,ma,10.0,GA,MORTGAGE,10000,36,16.01
2364,medical records and medical billing,3.0,PA,RENT,16000,60,16.01
2365,recruiter ,4.0,TX,OWN,10000,36,15.05
2366,grants manager,10.0,TN,MORTGAGE,4150,36,13.58
2367,mechanical engineer,3.0,MA,MORTGAGE,10000,60,10.42
2368,production support,10.0,OH,MORTGAGE,35000,60,12.62
2369,accounting,1.0,KS,MORTGAGE,5000,36,12.62
2370,teacher,10.0,NV,RENT,11000,36,6.08
2371,realtor,10.0,ID,MORTGAGE,21200,36,18.06
2372,it support,3.0,FL,RENT,2000,36,10.42
2373,special education secretary,10.0,PA,MORTGAGE,36000,60,10.9
2374,regional manager,10.0,TN,OWN,20000,36,7.96
2375,studio manager,10.0,IL,RENT,16000,36,9.93
2376,bench tech,4.0,KY,MORTGAGE,10000,36,9.93
2377,,,CA,MORTGAGE,5000,36,15.05
2378,special forces medic,10.0,WA,RENT,10400,36,9.43
2379,physician,0.0,ID,MORTGAGE,35000,36,10.9
2380,it executive,3.0,IL,MORTGAGE,40000,36,10.42
2381,counselor,3.0,FL,OWN,35000,36,7.97
2382,teacher,8.0,FL,RENT,40000,36,5.31
2383,crane operator,10.0,MI,OWN,3000,36,7.35
2384,property manager ,0.0,PA,RENT,4800,36,5.31
2385,office administrator ,7.0,FL,RENT,35000,36,16.02
2386,manager - solutions architect,10.0,TX,OWN,19000,36,6.72
2387,maitenance,8.0,MA,RENT,18000,60,17.47
2388,truck driver,1.0,TN,MORTGAGE,4200,36,9.43
2389,chef,10.0,NY,RENT,10000,36,15.04
2390,er physician,2.0,ID,MORTGAGE,15000,36,7.96
2391,technician,6.0,KY,MORTGAGE,10000,60,19.03
2392,software consultant,10.0,IL,MORTGAGE,22000,36,5.32
2393,hr ,7.0,TN,MORTGAGE,40000,60,13.58
2394,general manager,10.0,AL,OWN,6000,36,10.9
2395,account representative ,8.0,NC,RENT,15000,36,11.99
2396,owner,10.0,VA,OWN,3600,36,7.96
2397,owner/office manager,5.0,IN,OWN,9000,36,15.04
2398,educator,10.0,CA,OWN,12000,36,7.34
2399,owner,8.0,CA,RENT,13000,36,9.43
2400,massage therapist,10.0,WA,RENT,6000,36,9.92
2401,graphic designer,1.0,CA,RENT,5000,36,7.34
2402,attorney,1.0,NY,RENT,17250,60,20.0
2403,lift driver ,2.0,CA,RENT,20000,60,24.85
2404,senior right of way agent,1.0,AZ,RENT,15000,60,14.07
2405,system engneer,7.0,FL,MORTGAGE,15000,60,10.91
2406,accountant ,1.0,NY,RENT,13000,36,10.41
2407,operations manager,6.0,OH,MORTGAGE,16000,60,12.62
2408,brake line operator ,10.0,MI,OWN,13200,60,10.42
2409,customer service,10.0,PA,MORTGAGE,3000,36,6.71
2410,,,OH,OWN,17000,36,7.97
2411, quality control technician ,10.0,CA,MORTGAGE,10000,36,7.97
2412,asst customer service manager,0.0,NC,MORTGAGE,14400,60,13.58
2413,purchasing assistant,3.0,NC,RENT,7500,36,5.32
2414,manager,10.0,IL,RENT,6000,36,15.04
2415,monorail tech,6.0,NV,MORTGAGE,26250,36,9.43
2416,rehab tech,1.0,NY,RENT,8400,36,14.08
2417,operator,10.0,OH,OWN,1500,36,9.44
2418,,,KS,OWN,15000,60,18.06
2419,engineer,6.0,SC,RENT,16000,60,26.3
2420,bartender,1.0,TX,OWN,4200,36,7.34
2421,audit manager,4.0,GA,RENT,30000,36,5.32
2422,emt,8.0,KS,RENT,19200,60,19.03
2423,housekeeper,4.0,NC,OWN,12000,36,15.05
2424,,,AZ,MORTGAGE,3600,36,10.91
2425,team member,2.0,ME,MORTGAGE,7000,36,6.72
2426,sales,5.0,NJ,MORTGAGE,25000,36,12.61
2427,home manager,6.0,MI,RENT,6000,36,16.02
2428,dependency case manager,2.0,FL,RENT,12000,36,12.62
2429,,,NY,OWN,20000,60,10.9
2430,receptionist ,10.0,CA,MORTGAGE,12000,36,16.02
2431,city carrier ,10.0,CA,RENT,10000,36,9.44
2432,specialist,10.0,CT,RENT,12000,60,21.45
2433,,,CA,MORTGAGE,10000,36,9.43
2434,letter carrier,3.0,AR,RENT,10000,36,19.42
2435,director of national accounts,3.0,PA,MORTGAGE,20000,36,5.32
2436,software support engineer,0.0,NJ,RENT,25000,36,10.91
2437,senior business analyst ,1.0,PA,MORTGAGE,17075,36,6.72
2438,teacher,5.0,CA,RENT,7000,36,7.35
2439,driver,10.0,CO,MORTGAGE,1500,36,10.91
2440,sheet metal worker/truck driver,10.0,NY,RENT,15000,60,28.72
2441,travel agent,8.0,WV,MORTGAGE,24000,36,13.59
2442,front desk,10.0,MN,MORTGAGE,3400,36,10.42
2443,network technician,10.0,NJ,RENT,21000,36,5.31
2444,technician,10.0,FL,MORTGAGE,14000,36,14.08
2445,registered nurse,3.0,CA,RENT,15000,36,6.08
2446,truck driver,10.0,CA,RENT,25000,36,9.44
2447,professional truck driver,1.0,AZ,RENT,20000,36,9.44
2448,,,AL,MORTGAGE,15000,36,13.59
2449,,,NC,MORTGAGE,16000,60,12.61
2450,it manager,10.0,AZ,MORTGAGE,25000,60,10.42
2451,ceo,10.0,MO,MORTGAGE,1500,36,23.88
2452,patient care advocate ,2.0,FL,RENT,5000,36,12.61
2453,agent,9.0,MD,MORTGAGE,5000,36,15.05
2454,research coordinator,0.0,CA,MORTGAGE,8000,36,10.91
2455,outside sales representative ,0.0,NY,MORTGAGE,10000,36,6.71
2456,labor,3.0,CA,OWN,35000,60,15.05
2457,desk clerk,5.0,NJ,OWN,12000,36,12.62
2458,,,CA,OWN,10000,36,7.97
2459,psychiatrist ,1.0,IL,RENT,30000,60,15.04
2460,package car driver,10.0,PA,MORTGAGE,29700,36,22.9
2461,account manager,4.0,MA,OWN,10000,60,11.98
2462,human resource sergeant,9.0,FL,RENT,28000,36,16.02
2463,,,FL,MORTGAGE,1800,36,7.34
2464,lvnurse,10.0,CA,RENT,38000,36,11.99
2465,,,FL,MORTGAGE,15000,36,20.39
2466,flight attendant,10.0,TX,MORTGAGE,20000,60,7.34
2467,driver,2.0,NY,RENT,10000,36,6.08
2468,marketing director ,1.0,MI,MORTGAGE,25000,60,13.58
2469,project architect,5.0,NY,RENT,4800,36,6.08
2470,,,FL,RENT,10000,60,14.08
2471,laborer,7.0,NJ,OWN,20000,60,10.9
2472,contractor,3.0,CA,RENT,10000,60,18.06
2473,manager,1.0,CT,RENT,25000,60,12.61
2474,executive vp,10.0,FL,MORTGAGE,40000,60,13.59
2475,,,WV,MORTGAGE,1000,36,7.97
2476,hr mgr,2.0,TN,MORTGAGE,16000,60,12.61
2477,social worker,4.0,RI,MORTGAGE,14000,36,7.96
2478,director of nursing,5.0,CA,OWN,27575,36,17.47
2479,charge nurse,4.0,TX,MORTGAGE,3600,36,6.07
2480,senior legistics,10.0,CA,MORTGAGE,35000,36,12.62
2481,fragrance specialist ,1.0,NY,RENT,5000,36,9.92
2482,manager,10.0,IL,MORTGAGE,15000,60,11.99
2483,engineer,4.0,CO,RENT,1200,36,7.34
2484,eligibility specialist,2.0,CO,RENT,30000,36,16.01
2485,financial advisor,5.0,FL,RENT,24000,60,15.05
2486,"a,b operater ",3.0,FL,MORTGAGE,16000,60,16.01
2487,,,WA,MORTGAGE,14000,36,9.44
2488,key accounts manager,4.0,FL,RENT,15000,60,9.92
2489,broker/realtor,10.0,NC,MORTGAGE,20000,36,13.59
2490,assistant manager,1.0,GA,MORTGAGE,14000,60,15.04
2491,shipping manager,9.0,IN,MORTGAGE,11000,36,20.39
2492,registered nurse,10.0,IL,OWN,16000,36,6.08
2493,clerical,5.0,PA,OWN,7000,36,19.42
2494,psychologist,10.0,NY,RENT,16000,36,19.42
2495,owner,0.0,NE,MORTGAGE,21600,36,9.44
2496,senior customer care associate,10.0,IL,MORTGAGE,14000,36,14.07
2497,marketing director,3.0,CA,MORTGAGE,35000,36,9.44
2498,attraction attendant ,5.0,FL,RENT,4000,36,9.92
2499,specialist,7.0,KY,OWN,7500,36,7.34
2500,project manager,7.0,CA,MORTGAGE,16000,36,6.08
2501,computer operator specialist,8.0,CA,MORTGAGE,15000,36,9.92
2502,teacher,3.0,NC,MORTGAGE,20000,60,14.08
2503,welding foreman,10.0,NJ,MORTGAGE,24000,36,18.06
2504,loan officer,3.0,VA,MORTGAGE,8000,36,19.03
2505,medication aide,10.0,OR,RENT,10000,36,19.03
2506,registered nurse,5.0,OH,MORTGAGE,7000,36,9.93
2507,veterans technician,7.0,CA,RENT,36000,60,11.99
2508,asst terminal manager,0.0,CT,MORTGAGE,25000,60,7.34
2509,baker,7.0,MO,OWN,18000,36,7.35
2510,driver,6.0,MA,MORTGAGE,6500,36,12.61
2511,bartender ,1.0,NY,RENT,5000,36,10.91
2512,administrative assistant ii,10.0,ID,MORTGAGE,20000,36,21.45
2513,scheduler,1.0,CA,RENT,24000,36,9.44
2514,foreman,9.0,IL,MORTGAGE,35000,36,12.62
2515,supervisor,10.0,CA,OWN,3500,36,13.58
2516,retail,3.0,OH,MORTGAGE,9600,36,16.02
2517,eligibility ,5.0,CT,MORTGAGE,5000,36,21.45
2518,plant manager,10.0,IN,MORTGAGE,10000,36,6.71
2519,rn,10.0,PA,RENT,20000,60,14.08
2520,test engineer,5.0,CT,MORTGAGE,24000,36,12.61
2521,cems technician,10.0,TX,OWN,3500,36,6.08
2522,social worker,3.0,AL,RENT,13500,60,9.92
2523,dir of tech services,4.0,SC,OWN,40000,36,5.31
2524,truck driver,0.0,TX,RENT,15000,36,20.39
2525,adjunct instructor,7.0,CA,MORTGAGE,4000,36,13.59
2526,sales,1.0,MO,MORTGAGE,40000,36,9.93
2527,hr manager ,0.0,IL,MORTGAGE,31000,60,20.0
2528,owner,10.0,TX,RENT,7500,36,14.07
2529,esthetician,5.0,WA,RENT,7200,36,11.99
2530,nnp,3.0,AZ,MORTGAGE,16000,60,14.08
2531,,,NY,OWN,5000,36,21.45
2532,branch manager,10.0,IL,MORTGAGE,25000,36,9.44
2533,supervisor security specialist,4.0,CA,MORTGAGE,30000,36,18.45
2534,owner,7.0,WA,RENT,3200,36,10.9
2535,project design engineer ,0.0,KS,RENT,6000,36,11.99
2536,,,MS,MORTGAGE,40000,36,6.71
2537,computer technician,6.0,TX,RENT,11000,36,6.72
2538,principal engineer,10.0,SC,MORTGAGE,40000,36,6.08
2539,operations manager,0.0,MA,MORTGAGE,12000,60,24.84
2540,custom protection officer,2.0,NY,RENT,23625,36,21.45
2541,21 dealer,10.0,NV,OWN,14000,36,17.47
2542,physician,2.0,TX,RENT,40000,36,6.72
2543,rc,10.0,MA,MORTGAGE,8125,36,14.07
2544,manager,10.0,GA,MORTGAGE,11000,60,16.02
2545,system director,7.0,NY,OWN,35000,36,12.62
2546,,,TX,RENT,18000,36,13.58
2547,teacher,10.0,NY,RENT,16100,36,5.31
2548,health care ,3.0,MT,MORTGAGE,5000,36,12.62
2549,care coordinator ,6.0,TN,OWN,10000,36,13.58
2550,sales/front-line underwriting,3.0,TX,RENT,8000,36,15.05
2551,supervisor,0.0,FL,RENT,25050,60,9.92
2552,foreman,10.0,MD,MORTGAGE,25000,36,9.44
2553,communications specialist,8.0,OH,MORTGAGE,5000,36,15.05
2554,manager,10.0,NV,RENT,20000,36,12.62
2555,senior juvenile institutions officer ,5.0,CA,MORTGAGE,12800,36,9.44
2556,,,CA,RENT,18000,36,15.05
2557,partner attorney,9.0,TX,MORTGAGE,24000,36,7.35
2558,lead parts technician ,4.0,IN,MORTGAGE,25000,60,11.99
2559,,,CA,RENT,5000,36,10.9
2560,assistant complex manager,10.0,VA,MORTGAGE,20375,36,9.43
2561,financial aid counselor,10.0,MD,MORTGAGE,11000,36,10.42
2562,mechanic,10.0,PA,MORTGAGE,25000,60,12.62
2563,counselor,6.0,MA,MORTGAGE,9000,36,12.61
2564,parts technician,5.0,FL,MORTGAGE,24000,60,14.08
2565,managet,3.0,CA,RENT,19000,60,15.05
2566,,,AZ,OWN,8000,36,9.93
2567,banker,1.0,FL,MORTGAGE,15000,60,9.92
2568,psychiatric social clerk i,7.0,CA,RENT,7000,36,9.44
2569,service technician,8.0,TX,RENT,8000,36,18.06
2570,sanitation specialist,10.0,MN,MORTGAGE,5500,36,10.91
2571,category gaming manager,10.0,MA,RENT,17000,60,21.85
2572,"expo, cashier, shift lead",10.0,MD,RENT,15000,36,25.82
2573,controller,2.0,WA,MORTGAGE,12000,36,9.92
2574,,,CT,RENT,24000,60,20.0
2575,president ,10.0,NE,MORTGAGE,20000,36,7.97
2576,barach manager,2.0,AZ,RENT,35000,36,14.08
2577,business analyst,10.0,TX,MORTGAGE,24000,60,12.62
2578,office manager,4.0,TX,RENT,15500,60,10.42
2579,driver,1.0,NM,RENT,18000,60,18.45
2580,retail sales,2.0,CA,RENT,4000,36,13.59
2581,,,CA,RENT,15000,36,6.08
2582,supply technician,10.0,MD,MORTGAGE,25000,60,21.45
2583,,,SC,RENT,8000,36,10.42
2584,hvac tech ,3.0,TX,MORTGAGE,5000,36,10.91
2585,finance manager,10.0,VA,OWN,12000,36,16.02
2586,server,0.0,NC,RENT,4000,36,17.09
2587,shipping,10.0,WI,MORTGAGE,2000,36,9.44
2588,,,NE,RENT,16000,60,16.02
2589,driver/,1.0,WI,RENT,4000,36,13.58
2590,banquets setup supervisor,6.0,CA,RENT,4200,36,7.35
2591,rn,10.0,SC,MORTGAGE,20000,36,9.43
2592,general partner,10.0,MD,MORTGAGE,40000,36,11.98
2593,district level administor,10.0,FL,RENT,10000,60,11.98
2594,,,NV,MORTGAGE,7500,36,10.91
2595,social worker,3.0,GA,RENT,3625,36,13.59
2596,,,CA,MORTGAGE,18375,60,10.9
2597,field service technician,2.0,MD,MORTGAGE,30000,60,18.45
2598,production,4.0,WI,MORTGAGE,10000,60,13.59
2599,secretary,0.0,NJ,RENT,3500,36,18.06
2600,software engineer,10.0,WA,RENT,40000,36,6.72
2601,automotive technician ,10.0,PA,MORTGAGE,20000,60,10.42
2602,supervisor spd,10.0,MD,RENT,8000,36,10.42
2603,,,CO,MORTGAGE,5000,36,7.97
2604,waitress,1.0,CA,RENT,8000,36,19.42
2605,registered nurse supervisor,10.0,LA,MORTGAGE,25000,36,6.08
2606,director of sales,2.0,GA,MORTGAGE,12000,36,5.31
2607,admission's co-ordinator,10.0,NC,MORTGAGE,34800,36,13.59
2608,director of training,9.0,NV,RENT,20000,36,10.91
2609,firefighter emt ,10.0,FL,MORTGAGE,22000,60,12.61
2610,appliance specialist,10.0,OH,MORTGAGE,16800,36,13.59
2611,sales person,10.0,NV,OWN,35000,36,18.06
2612,cmo,2.0,CO,MORTGAGE,40000,36,10.9
2613,teller,3.0,TX,RENT,12000,36,20.0
2614,,,TX,MORTGAGE,15000,36,7.34
2615,sales,10.0,FL,MORTGAGE,22000,36,5.31
2616,configuration analyst,1.0,CA,RENT,16000,36,16.01
2617,manager,3.0,MA,RENT,6025,36,16.01
2618,deputy sheriff,10.0,MI,MORTGAGE,30000,60,11.99
