,emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
2507,veterans technician,7.0,CA,RENT,85451.0,Source Verified,16.14,,,,0,35.0,2003,0,38,25,109895,105867,0,0,,0,0,12,2,,25,0.0,0,4,31500,14,12,8,0,100.0,0,0,credit_card,individual,36000,60,11.99,800.62,B,B5,Jan-2018,Current,whole,DirectPay,33750.9,3979.12,2249.1,1730.02,0.0
2529,esthetician,5.0,WA,RENT,42000.0,Not Verified,14.89,,,,0,65.0,2002,0,9,5,27954,19064,0,0,65.0,0,242,2,1,16.0,5,0.0,0,2,5900,3,3,2,0,77.8,0,0,credit_card,individual,7200,36,11.99,239.11,B,B5,Jan-2018,Current,fractional,Cash,6347.28,1190.75,852.72,338.03,0.0
2536,,,MS,MORTGAGE,85000.0,Verified,17.97,,,,0,50.0,1991,0,54,16,209279,51408,0,0,,0,0,2,6,13.0,16,0.0,0,3,48400,18,10,4,8,98.1,0,0,credit_card,individual,40000,36,6.71,1229.79,A,A3,Mar-2018,Current,whole,Cash,35520.58,5089.55,4479.42,610.13,0.0
2561,financial aid counselor,10.0,MD,MORTGAGE,48000.0,Source Verified,14.7,,,,0,34.0,1998,1,16,5,27200,15695,0,0,,0,0,0,4,4.0,5,0.0,0,1,12900,13,5,4,0,75.0,0,0,home_improvement,individual,11000,36,10.42,357.12,B,B3,Feb-2018,Current,whole,Cash,10208.35,1084.1,791.65,292.45,0.0
2583,,,SC,RENT,19200.0,Verified,10.56,,,,0,42.0,2002,1,15,5,14700,6238,0,0,42.0,0,0,0,3,1.0,5,0.0,0,1,7500,5,5,3,0,86.7,0,0,debt_consolidation,individual,8000,36,10.42,259.72,B,B3,Feb-2018,Current,whole,Cash,7229.02,1034.25,770.98,263.27,0.0
2593,district level administor,10.0,FL,RENT,68000.0,Source Verified,16.11,,,,0,57.0,2004,0,16,4,96017,75964,0,0,,0,0,3,2,,4,0.0,0,0,0,6,1,0,1,87.5,0,0,other,individual,10000,60,11.98,222.35,B,B5,Mar-2018,Fully Paid,whole,Cash,0.0,10282.6667567702,10000.0,282.67,0.0
2603,,,CO,MORTGAGE,39804.0,Verified,16.73,,,,0,32.0,2002,7,26,23,171088,17888,0,0,32.0,0,0,2,16,0.0,23,0.0,0,7,11500,21,20,11,3,96.2,0,0,credit_card,individual,5000,36,7.97,156.62,A,A5,Feb-2018,Current,whole,DirectPay,4501.41,620.95,498.59,122.36,0.0
2612,cmo,2.0,CO,MORTGAGE,377000.0,Verified,9.32,,,,0,28.0,1993,10,34,18,1370840,47825,0,0,,0,216,1,10,1.0,18,0.0,0,10,41500,24,15,10,1,90.6,0,0,major_purchase,individual,40000,36,10.9,1307.66,B,B4,Mar-2018,Current,whole,Cash,37141.21,3981.54,2858.79,1122.75,0.0
2614,,,TX,MORTGAGE,36000.0,Verified,18.87,,,,0,50.0,1984,0,19,8,124134,17578,0,0,58.0,0,0,1,2,,8,0.0,0,2,8800,12,6,5,2,66.7,0,0,debt_consolidation,individual,15000,36,7.34,465.5,A,A4,Mar-2018,Current,whole,Cash,13871.88,1390.38,1128.12,262.26,0.0
2619,banquet supervisor,10.0,FL,OWN,55000.0,Not Verified,17.7,,,,0,72.0,2006,3,17,8,66269,27415,0,0,72.0,0,2565,2,3,6.0,8,0.0,0,3,38000,11,6,4,3,94.1,0,0,credit_card,individual,20000,36,9.44,640.1,B,B1,Feb-2018,Current,whole,Cash,18046.03,2549.91,1953.97,595.94,0.0
2624,systems administrator ,8.0,NJ,RENT,98000.0,Source Verified,8.94,,,,0,29.0,2003,7,11,8,52123,41358,0,0,38.0,0,0,3,5,4.0,8,0.0,0,3,7100,6,5,3,0,100.0,0,0,credit_card,individual,6400,36,10.91,209.26,B,B4,Feb-2018,Current,whole,Cash,5787.42,829.28,612.58,216.7,0.0
2625,vice president,10.0,MA,MORTGAGE,70000.0,Not Verified,13.49,,,,0,55.0,2006,4,26,17,351350,16048,0,0,,0,0,1,8,0.0,17,0.0,0,7,58100,22,15,9,3,95.7,0,0,home_improvement,individual,16000,36,6.71,491.92,A,A3,Mar-2018,Current,whole,Cash,14785.88,1469.8,1214.12,255.68,0.0
2640,sales rep,10.0,MI,MORTGAGE,90000.0,Not Verified,14.07,,,,0,43.0,1997,5,22,7,156327,26292,0,0,43.0,0,851,2,1,2.0,7,0.0,0,0,0,13,4,4,3,90.9,0,0,debt_consolidation,individual,1600,36,9.43,51.21,B,B1,Mar-2018,Current,whole,Cash,1483.18,151.95,116.82,35.13,0.0
2644,professor/faculty media adviser,2.0,HI,RENT,67000.0,Not Verified,9.76,,,,0,41.0,2006,3,31,17,88090,110034,0,0,37.0,0,0,8,5,1.0,17,,0,5,12100,10,9,9,0,87.0,0,0,credit_card,individual,10000,36,10.42,324.65,B,B3,Feb-2018,Current,whole,Cash,9036.27,1292.81,963.73,329.08,0.0
2647,compliance / ops support,0.0,GA,MORTGAGE,52000.0,Not Verified,6.71,,,,0,37.0,1998,0,12,9,43850,12481,0,0,38.0,0,0,2,2,,9,0.0,0,4,36300,10,7,5,0,83.3,0,0,debt_consolidation,individual,10000,36,7.34,310.33,A,A4,Mar-2018,Current,whole,Cash,5216.68,4906.52,4783.32,123.2,0.0
2655,customer service agent,10.0,WA,RENT,48000.0,Not Verified,12.78,,,,0,68.0,2000,0,7,5,43048,21004,0,0,,0,0,1,1,23.0,5,0.0,0,2,26600,6,4,2,0,85.7,0,0,other,individual,4000,36,9.44,128.02,B,B1,Feb-2018,Current,fractional,Cash,3609.21,509.98,390.79,119.19,0.0
2666,account rep,10.0,NY,MORTGAGE,70000.0,Source Verified,9.55,,,,0,30.0,2001,1,13,8,18950,12175,0,0,42.0,0,0,2,5,12.0,8,0.0,0,1,6300,10,6,3,0,84.6,0,0,credit_card,individual,3000,36,10.41,97.39,B,B3,Mar-2018,Current,fractional,Cash,2581.36,488.7,418.64,70.06,0.0
2674,director of operations ,2.0,NY,RENT,200000.0,Source Verified,7.11,,,,0,47.0,1984,1,26,15,49114,22084,0,0,,0,0,2,7,8.0,15,0.0,0,9,23800,22,13,9,0,65.4,0,0,debt_consolidation,individual,22000,36,9.93,709.16,B,B2,Jan-2018,Current,whole,Cash,19320.47,3533.66,2679.53,854.13,0.0
2698,owner,10.0,MD,OWN,100000.0,Not Verified,10.69,172000.0,Not Verified,15.59,0,35.0,2002,0,11,7,88960,68333,0,0,,0,0,4,2,21.0,7,0.0,0,1,14500,7,3,2,0,72.7,0,0,debt_consolidation,joint,30000,60,11.99,667.19,B,B5,Mar-2018,Current,whole,Cash,28886.63,1981.59,1113.37,868.22,0.0
2699,flight nurse ,4.0,GA,RENT,83000.0,Source Verified,12.84,,,,0,37.0,2002,1,24,8,124408,83737,0,1,,0,0,7,2,9.0,8,0.0,0,1,3000,3,1,1,0,100.0,0,1,other,individual,10000,60,9.93,212.13,B,B2,Jan-2018,Current,whole,Cash,9342.3,1055.13,657.7,397.43,0.0
2700, combo psc/hub,10.0,MI,MORTGAGE,90000.0,Source Verified,16.25,,,,0,77.0,1999,3,21,10,76659,49179,0,0,77.0,0,0,2,6,0.0,10,0.0,0,4,26900,11,8,6,2,95.0,0,0,debt_consolidation,individual,11900,60,11.98,264.59,B,B5,Mar-2018,Current,whole,DirectPay,11606.97,521.26,293.03,228.23,0.0
2754,boilers operator ,10.0,NJ,MORTGAGE,90000.0,Verified,9.67,,,,0,39.0,2004,0,16,13,289741,41799,0,1,57.0,0,388,1,3,,13,0.0,0,4,36600,12,11,4,1,87.5,0,1,credit_card,individual,15000,36,6.72,461.24,A,A3,Feb-2018,Current,whole,DirectPay,13286.82,2029.36,1713.18,316.18,0.0
2760,program analyst,10.0,CA,RENT,105000.0,Not Verified,12.41,,,,0,44.0,2000,2,49,22,58396,28997,0,0,,0,392,0,13,8.0,22,0.0,0,9,33200,33,20,14,0,95.9,0,0,debt_consolidation,individual,12000,36,9.43,384.01,B,B1,Mar-2018,Current,whole,Cash,11124.02,1145.74,875.98,269.76,0.0
2780,st fraud specialist,10.0,MN,MORTGAGE,72000.0,Source Verified,3.99,,,,0,28.0,2002,2,35,12,206914,3755,0,0,,0,0,1,4,2.0,12,0.0,0,3,15100,19,10,7,2,94.1,0,0,other,individual,10000,60,9.43,209.68,B,B1,Mar-2018,Current,whole,Cash,9603.61,618.56,396.39,222.17,0.0
2823,butcher,10.0,NY,RENT,55000.0,Not Verified,10.78,,,,0,63.0,2004,2,18,5,35542,17751,0,0,,0,0,1,4,4.0,5,0.0,0,1,11500,10,3,2,0,94.4,0,0,credit_card,individual,15000,36,7.97,469.84,A,A5,Feb-2018,Current,whole,Cash,13504.32,1862.76,1495.68,367.08,0.0
2825,pharmacy technician,1.0,IL,OWN,55000.0,Not Verified,6.13,,,,0,26.0,2004,3,22,15,18900,6600,0,1,,0,0,0,5,3.0,15,0.0,0,4,9200,21,15,9,0,86.4,0,1,debt_consolidation,individual,2500,36,11.99,83.03,B,B5,Feb-2018,Current,whole,Cash,2264.29,328.79,235.71,93.08,0.0
2826,civil engineer 2,10.0,NY,OWN,95543.0,Source Verified,8.16,,,,0,40.0,2005,2,24,11,340923,19323,0,0,,0,0,1,2,1.0,11,0.0,0,4,44000,18,9,5,1,95.8,0,0,home_improvement,individual,36000,36,6.08,1096.5,A,A2,Jan-2018,Current,whole,Cash,32315.72,4373.84,3684.28,689.56,0.0
2829,wheel tech,1.0,MO,OWN,55000.0,Not Verified,10.87,,,,0,35.0,2005,8,29,2,19129,9323,0,0,35.0,0,0,1,6,6.0,2,0.0,0,1,5000,14,1,1,3,93.1,0,0,debt_consolidation,individual,5000,36,11.98,166.03,B,B5,Mar-2018,Current,whole,Cash,4648.17,491.43,351.83,139.6,0.0
2851,oven operator ,10.0,FL,MORTGAGE,60000.0,Verified,4.42,,,,0,34.0,2008,5,12,7,16400,6009,0,2,,0,0,0,1,1.0,7,0.0,0,3,8300,11,7,5,0,100.0,2,0,debt_consolidation,individual,18000,36,10.42,584.37,B,B3,Jan-2018,Current,whole,Cash,15822.16,2901.01,2177.84,723.17,0.0
2854,,,MA,OWN,30000.0,Not Verified,10.96,,,,0,28.0,1990,2,23,9,17100,9041,0,1,28.0,0,75,2,1,6.0,9,0.0,0,3,13700,19,7,3,1,83.3,0,1,credit_card,individual,8000,36,9.44,256.04,B,B1,Feb-2018,Current,whole,Cash,7014.88,1219.96,985.12,234.84,0.0
2860,therapist,9.0,GA,MORTGAGE,80000.0,Not Verified,9.58,,,,0,78.0,1994,1,25,14,110801,100850,0,0,78.0,0,0,5,5,8.0,14,0.0,0,6,19600,13,8,7,0,100.0,0,0,credit_card,individual,24000,36,10.91,784.71,B,B4,Mar-2018,Current,whole,Cash,22284.97,2397.77,1715.03,682.74,0.0
2872,operations manager,1.0,TX,RENT,55000.0,Not Verified,14.31,,,,0,36.0,2000,0,17,6,43452,22009,0,0,36.0,0,0,1,1,,6,0.0,0,2,22100,10,5,4,3,93.8,0,0,credit_card,individual,15000,60,9.93,318.19,B,B2,Jan-2018,Current,whole,Cash,14013.48,1628.19,986.52,641.67,0.0
2873,maint mannager,3.0,TX,MORTGAGE,105000.0,Not Verified,17.05,,,,0,33.0,1997,1,33,14,312983,71163,0,1,45.0,0,0,6,5,12.0,14,0.0,0,3,7700,9,7,7,2,57.6,1,0,other,individual,10000,36,9.93,322.35,B,B2,Jan-2018,Current,fractional,Cash,8782.01,1606.23,1217.99,388.24,0.0
2878,teacher ,10.0,MA,MORTGAGE,80000.0,Not Verified,17.7,,,,0,25.0,1999,0,22,8,540881,50552,0,0,25.0,0,0,2,4,13.0,8,0.0,0,2,12500,11,5,2,7,90.9,0,0,debt_consolidation,individual,6050,36,10.42,196.42,B,B3,Jan-2018,Current,whole,Cash,4073.53,2178.6,1976.47,202.13,0.0
2888,fire captain ,10.0,CA,MORTGAGE,130000.0,Not Verified,5.47,260000.0,Not Verified,3.12,0,68.0,1999,0,15,6,235777,15108,0,2,68.0,0,0,1,4,16.0,6,0.0,0,1,7000,9,4,2,2,83.3,0,2,other,joint,10000,36,9.43,320.01,B,B1,Mar-2018,Current,whole,Cash,9270.01,949.55,729.99,219.56,0.0
2897,loan administrator,3.0,IL,RENT,80000.0,Source Verified,6.41,220000.0,Not Verified,5.05,0,30.0,2009,1,26,13,41072,41012,0,0,30.0,0,177,11,1,11.0,13,0.0,0,2,7500,2,2,2,0,57.7,0,0,major_purchase,joint,9000,36,10.91,294.27,B,B4,Jan-2018,Fully Paid,whole,Cash,0.0,9218.614105983,9000.0,218.61,0.0
2916,teachrr,10.0,FL,RENT,100000.0,Not Verified,6.8,,,,0,51.0,2002,10,20,12,104390,83100,0,0,51.0,0,0,2,5,4.0,12,0.0,0,3,32500,15,10,6,0,95.0,0,0,major_purchase,individual,7000,36,10.42,227.26,B,B3,Jan-2018,Current,whole,Cash,6325.36,905.0,674.64,230.36,0.0
2942,general maintenance iii,9.0,PA,RENT,64000.0,Source Verified,13.33,,,,0,61.0,1986,1,15,8,61983,26335,0,0,61.0,0,0,2,4,4.0,8,0.0,0,1,11800,9,6,2,0,93.3,0,0,other,individual,10000,36,7.96,313.18,A,A5,Mar-2018,Current,whole,Cash,9254.54,930.7,745.46,185.24,0.0
2960,asistence eng,0.0,NJ,MORTGAGE,85000.0,Not Verified,8.32,,,,0,52.0,2010,3,25,18,88742,23599,0,0,,0,0,2,14,6.0,18,0.0,0,5,42100,20,16,7,0,96.0,0,0,credit_card,individual,14000,36,7.97,438.52,A,A5,Jan-2018,Current,whole,Cash,11427.83,3024.83,2572.17,452.66,0.0
2966,training manager ,10.0,NY,MORTGAGE,65000.0,Not Verified,10.34,,,,0,33.0,1992,0,19,9,38843,3335,0,0,,0,0,1,1,,9,0.0,0,2,10700,9,8,7,2,94.7,0,0,debt_consolidation,individual,10000,60,9.44,209.73,B,B1,Feb-2018,Current,whole,Cash,9469.53,833.68,530.47,303.21,0.0
2983,director,5.0,FL,OWN,60000.0,Source Verified,14.0,,,,0,63.0,2011,3,21,12,46151,19872,0,0,70.0,0,0,1,5,5.0,12,,0,7,30250,20,11,8,0,90.0,0,0,debt_consolidation,individual,16000,36,9.93,515.75,B,B2,Jan-2018,Current,whole,Cash,14051.26,2561.1,1948.74,612.36,0.0
2992,owner,10.0,VT,MORTGAGE,110000.0,Not Verified,15.44,,,,0,38.0,1998,2,27,11,366949,38735,0,0,38.0,0,0,1,7,0.0,11,0.0,0,3,14500,15,8,5,5,92.6,0,0,debt_consolidation,individual,20000,36,9.92,644.6,B,B2,Mar-2018,Current,whole,Cash,18550.28,1922.78,1449.72,473.06,0.0
2994,lead,10.0,ID,RENT,120000.0,Not Verified,7.08,,,,0,37.0,2003,0,16,5,50432,37647,0,0,,0,0,1,5,16.0,5,0.0,0,2,12500,5,4,3,2,100.0,0,0,debt_consolidation,individual,12600,36,10.91,411.98,B,B4,Jan-2018,Current,whole,Cash,11085.68,2082.72,1514.32,568.4,0.0
3004,registered nurse,9.0,MO,MORTGAGE,71104.0,Source Verified,14.08,,,,0,43.0,2000,1,30,18,314197,24553,0,0,57.0,0,0,6,3,4.0,17,,0,6,20924,19,7,4,4,73.0,0,0,credit_card,individual,8000,36,5.32,240.92,A,A1,Jan-2018,Current,whole,Cash,6963.58,1199.87,1036.42,163.45,0.0
3014,programmer,2.0,TX,MORTGAGE,65000.0,Not Verified,2.66,,,,0,39.0,1973,2,28,12,328100,6471,0,0,39.0,0,0,0,5,4.0,12,0.0,0,3,41200,21,10,5,3,96.4,0,0,home_improvement,individual,24000,60,7.35,479.21,A,A4,Jan-2018,Current,whole,Cash,22318.48,2371.55,1681.52,690.03,0.0
3018,training specialist,3.0,MA,RENT,83000.0,Not Verified,17.97,,,,0,26.0,2002,1,26,9,76644,54562,0,0,33.0,0,108,4,2,6.0,9,0.0,0,2,13900,7,5,3,2,65.4,0,0,credit_card,individual,10000,36,9.93,322.35,B,B2,Jan-2018,Current,whole,Cash,8782.01,1600.72,1217.99,382.73,0.0
3032,mechanical engineer,2.0,CA,MORTGAGE,118500.0,Not Verified,3.99,,,,0,64.0,1993,0,17,6,321090,13774,0,0,,0,0,1,2,,6,0.0,0,2,21800,13,4,2,3,94.1,0,0,car,individual,5000,36,5.31,150.56,A,A1,Feb-2018,Current,whole,Cash,4482.84,599.29,517.16,82.13,0.0
3040,president,10.0,FL,MORTGAGE,290000.0,Source Verified,14.08,,,,0,80.0,2007,0,32,16,349206,177340,0,0,,0,0,3,5,13.0,16,0.0,0,6,52000,16,12,9,2,96.9,0,0,debt_consolidation,individual,14975,36,7.96,468.99,A,A5,Mar-2018,Current,whole,Cash,14233.24,924.74,741.76,182.98,0.0
3042,analyst,10.0,CO,MORTGAGE,50000.0,Not Verified,15.2,,,,0,49.0,1996,0,10,4,27740,26495,0,0,,0,0,1,2,,4,0.0,0,1,11300,6,3,1,1,90.0,0,0,credit_card,individual,2200,36,10.42,71.43,B,B3,Feb-2018,Current,whole,Cash,1987.95,284.45,212.05,72.4,0.0
3045,,,AL,OWN,55160.04,Verified,7.7,,,,0,46.0,2003,1,24,19,58900,11577,0,5,,0,0,0,6,6.0,19,0.0,0,6,43400,24,19,7,0,95.8,5,0,other,individual,40000,36,11.98,1328.2,B,B5,Mar-2018,Current,fractional,Cash,37185.49,3957.98,2814.51,1143.47,0.0
3071,mgmt,6.0,NJ,MORTGAGE,281000.0,Source Verified,7.79,,,,0,39.0,1994,3,24,9,1340838,32863,0,0,39.0,0,0,2,2,1.0,9,0.0,0,2,70500,9,4,2,7,95.8,0,0,home_improvement,individual,30000,36,6.71,922.35,A,A3,Mar-2018,Current,whole,Cash,28486.58,1822.33,1513.42,308.91,0.0
3101,senior social worker,10.0,CA,RENT,90000.0,Not Verified,11.6,,,,0,47.0,1997,2,34,13,158029,150791,0,0,47.0,0,0,2,6,8.0,13,0.0,0,4,41600,14,11,7,0,97.0,0,0,credit_card,individual,24000,60,9.92,508.99,B,B2,Mar-2018,Current,whole,Cash,23376.25,991.53,623.75,367.78,0.0
3112,driver,3.0,CA,RENT,54000.0,Not Verified,9.69,,,,0,91.0,2000,0,13,8,24788,16486,0,0,91.0,0,341,1,2,21.0,8,0.0,0,4,5700,11,7,5,0,92.3,0,0,major_purchase,individual,10000,36,9.44,320.05,B,B1,Jan-2018,Current,fractional,Cash,8773.94,1595.01,1226.06,368.95,0.0
3120,dpw supervisor ,9.0,WA,OWN,67000.0,Not Verified,7.97,,,,0,47.0,2005,0,18,7,17500,11424,0,0,47.0,0,57,0,2,,7,0.0,0,4,13100,15,7,7,0,83.3,0,0,credit_card,individual,15000,36,10.42,486.98,B,B3,Feb-2018,Current,fractional,Cash,13554.39,1939.24,1445.61,493.63,0.0
3134,assistant business agent,10.0,MD,MORTGAGE,108000.0,Verified,15.16,,,,0,61.0,2001,4,49,19,629894,71835,0,0,,0,0,2,13,8.0,19,0.0,0,7,116000,28,15,8,7,98.0,0,0,home_improvement,individual,35000,60,7.35,698.84,A,A4,Feb-2018,Current,whole,Cash,33044.26,2766.78,1955.74,811.04,0.0
3139,professor,5.0,IL,MORTGAGE,72400.0,Not Verified,19.15,,,,0,79.0,1998,1,23,19,255391,68552,0,0,,0,0,13,0,11.0,19,0.0,0,5,43500,7,5,5,1,95.7,0,0,debt_consolidation,individual,20000,36,5.32,602.3,A,A1,Jan-2018,Current,whole,Cash,17408.96,2967.17,2591.04,376.13,0.0
3148,supervisor,10.0,PA,MORTGAGE,77000.0,Not Verified,10.98,,,,0,62.0,2000,0,24,13,116318,11730,0,0,,0,0,2,1,15.0,13,0.0,0,4,11700,14,9,7,2,95.8,0,0,home_improvement,individual,10000,36,5.31,301.11,A,A1,Mar-2018,Current,whole,Cash,9226.01,897.43,773.99,123.44,0.0
3151,president,10.0,OH,MORTGAGE,72000.0,Source Verified,17.18,,,,0,49.0,1987,0,49,32,144500,31210,0,0,68.0,0,448,0,4,,32,0.0,0,6,42900,44,31,14,3,91.8,0,0,credit_card,individual,25000,36,6.72,768.74,A,A3,Feb-2018,Current,whole,DirectPay,22463.84,3056.29,2536.16,520.13,0.0
3167,press brake operator ,10.0,TX,RENT,63000.0,Not Verified,5.31,,,,0,29.0,2002,1,21,8,14203,5010,0,0,29.0,0,0,1,5,10.0,8,0.0,0,1,2300,12,7,4,2,90.5,0,0,credit_card,individual,5000,36,11.99,166.05,B,B5,Feb-2018,Current,fractional,Cash,4528.63,660.87,471.37,189.5,0.0
3171,office manager,10.0,CT,RENT,70000.0,Source Verified,5.25,,,,0,53.0,2009,8,29,21,72500,22223,0,0,53.0,0,0,1,15,0.0,21,0.0,0,7,27400,25,20,12,0,96.6,0,0,debt_consolidation,individual,22000,60,11.98,489.16,B,B5,Mar-2018,Current,whole,Cash,21458.26,949.04,541.74,407.3,0.0
3174,it lead,10.0,FL,MORTGAGE,84000.0,Source Verified,15.13,,,,0,66.0,2000,2,15,9,292179,31365,0,0,66.0,0,0,1,4,3.0,9,0.0,0,6,19500,9,7,7,3,78.6,0,0,debt_consolidation,individual,25000,36,5.32,752.87,A,A1,Jan-2018,Current,whole,DirectPay,21761.23,3749.57,3238.77,510.8,0.0
3182,,,DE,MORTGAGE,20000.0,Not Verified,6.72,37000.0,Not Verified,4.44,0,81.0,1999,2,22,9,164860,1272,0,0,,0,0,0,4,8.0,9,0.0,0,3,31800,11,8,4,5,95.5,0,0,medical,joint,3350,36,5.31,100.87,A,A1,Mar-2018,Current,whole,Cash,3090.72,300.63,259.28,41.35,0.0
3184,principal,3.0,RI,RENT,125000.0,Not Verified,7.83,,,,0,36.0,2000,2,32,7,58075,29607,0,0,63.0,0,0,2,8,10.0,7,0.0,0,2,16500,20,5,2,0,83.9,0,0,other,individual,10000,36,6.08,304.59,A,A2,Feb-2018,Current,whole,Cash,2056.7,8096.25,7943.3,152.95,0.0
3186,accountant,10.0,AR,OWN,60000.0,Source Verified,10.08,98000.0,Not Verified,31.94,0,30.0,1991,2,25,12,172887,21306,0,0,,0,0,2,5,4.0,12,0.0,0,3,63400,10,8,4,5,91.7,0,0,debt_consolidation,joint,18000,36,6.72,553.49,A,A3,Jan-2018,Current,whole,Cash,15711.05,2759.97,2288.95,471.02,0.0
3190,bus driver,3.0,NJ,RENT,50000.0,Source Verified,1.94,,,,0,71.0,1998,5,14,5,10900,2937,0,0,,0,0,0,8,3.0,5,0.0,0,3,8800,9,5,3,0,92.9,0,0,major_purchase,individual,10000,36,10.41,324.61,B,B3,Mar-2018,Current,whole,Cash,9280.21,968.05,719.79,248.26,0.0
3208,director of quality,10.0,GA,MORTGAGE,205000.0,Not Verified,13.59,,,,0,29.0,1999,4,27,18,446549,72205,0,0,,0,0,4,7,9.0,18,0.0,0,6,68900,14,13,10,4,92.6,0,0,debt_consolidation,individual,18000,36,5.31,541.99,A,A1,Feb-2018,Current,whole,Cash,16138.33,2157.34,1861.67,295.67,0.0
3209,claims rep,7.0,CO,MORTGAGE,92879.0,Not Verified,10.92,,,,0,38.0,2002,1,35,6,376069,66770,0,0,,0,0,2,3,10.0,6,0.0,0,3,13300,8,3,3,2,94.3,0,0,debt_consolidation,individual,10000,36,9.93,322.35,B,B2,Feb-2018,Current,whole,Cash,9029.64,1278.37,970.36,308.01,0.0
3211,national registrar,2.0,AZ,MORTGAGE,52000.0,Not Verified,12.81,,,,0,69.0,2006,1,13,5,218517,29161,0,0,69.0,0,0,1,4,2.0,5,0.0,0,2,8800,6,3,3,3,92.3,0,0,other,individual,7000,36,9.43,224.01,B,B1,Mar-2018,Current,whole,Cash,6489.0,664.7,511.0,153.7,0.0
3233,product development chemist,5.0,OH,RENT,55000.0,Not Verified,19.16,,,,0,28.0,2004,1,25,9,90190,65268,0,0,,0,1137,3,2,6.0,8,0.0,0,3,26300,9,6,3,0,96.0,0,0,debt_consolidation,individual,7000,36,10.42,227.26,B,B3,Jan-2018,Current,whole,Cash,6153.03,1132.25,846.97,285.28,0.0
3237,equipment operator,10.0,OH,MORTGAGE,85000.0,Verified,8.54,,,,0,75.0,2006,3,11,7,50233,25262,0,0,75.0,0,0,3,5,0.0,7,0.0,0,3,4400,6,4,3,0,81.8,0,0,house,individual,6000,36,7.35,186.23,A,A4,Feb-2018,Current,whole,Cash,5396.56,738.8,603.44,135.36,0.0
3242,executive chef,4.0,FL,MORTGAGE,82000.0,Not Verified,17.52,,,,0,59.0,2000,3,23,15,335803,32922,0,0,59.0,0,0,3,5,7.0,15,0.0,0,4,34300,14,11,4,3,95.7,0,0,debt_consolidation,individual,20000,36,7.97,626.46,A,A5,Feb-2018,Current,whole,Cash,18005.73,2545.69,1994.27,551.42,0.0
3252,rn,1.0,TN,MORTGAGE,60000.0,Source Verified,19.31,,,,0,38.0,1999,5,65,36,128500,34072,0,0,80.0,0,0,0,21,0.0,36,0.0,0,14,82300,57,36,22,1,95.4,0,0,home_improvement,individual,12000,36,11.99,398.52,B,B5,Jan-2018,Current,whole,Cash,10578.78,1972.62,1421.22,551.4,0.0
3255,boat captain,2.0,AL,MORTGAGE,136000.0,Source Verified,15.12,,,,0,82.0,2002,1,23,7,249401,87470,0,0,82.0,0,105,3,3,8.0,7,0.0,0,1,10000,6,3,2,5,95.7,0,0,debt_consolidation,individual,20000,36,7.97,626.46,A,A5,Feb-2018,Current,whole,Cash,18509.26,1870.52,1490.74,379.78,0.0
3299,intelligent analyst ,2.0,MD,MORTGAGE,206000.0,Not Verified,7.47,,,,0,25.0,1997,1,42,17,567024,90306,0,0,,0,0,10,4,6.0,17,0.0,0,3,42900,12,6,3,2,95.0,0,0,debt_consolidation,individual,7500,36,5.32,225.87,A,A1,Jan-2018,Current,whole,Cash,6528.32,1124.92,971.68,153.24,0.0
3314,culity control ,9.0,FL,MORTGAGE,35000.0,Not Verified,6.34,,,,0,70.0,2007,0,22,7,19900,8414,0,0,70.0,0,0,0,4,15.0,7,0.0,0,4,15700,20,7,5,0,90.9,0,0,credit_card,individual,10000,36,5.31,301.11,A,A1,Mar-2018,Current,fractional,DirectPay,9226.01,897.43,773.99,123.44,0.0
3361,owner/consultant,7.0,FL,RENT,70000.0,Source Verified,10.87,,,,0,73.0,2005,0,26,12,98518,97785,0,0,73.0,0,0,1,4,20.0,12,0.0,0,7,10300,11,11,10,0,96.0,0,0,credit_card,individual,15000,36,6.72,461.24,A,A3,Jan-2018,Current,whole,DirectPay,12785.38,2600.6,2214.62,385.98,0.0
3366,senior director ,7.0,OR,MORTGAGE,118000.0,Source Verified,9.34,,,,0,63.0,1990,1,31,7,408718,30064,0,0,,0,0,2,4,11.0,7,0.0,0,0,0,20,4,2,5,87.1,0,0,debt_consolidation,individual,7000,36,10.91,228.88,B,B4,Jan-2018,Fully Paid,fractional,Cash,0.0,7121.3326033928,7000.0,121.33,0.0
